/**************************************************************************
 *** Layout File                                                        ***
 ***                                                                    ***
 *** This file is designed to provide the necessary information so      ***
 *** that NCES survey response data may be used in other statistical    ***
 *** software packages. This file provides variable names, locations,   ***
 *** and short descriptions for all selected variables. Additionally,   ***
 *** for categorical variables, this file also contains the response    ***
 *** codes and value label descriptions.                                ***
 ***                                                                    ***
 *** Full sample weights, replicate weights, and identification         ***
 *** numbers are added automatically to the list of variables selected  ***
 *** by the EDAT and are included here.                                 ***
 *************************************************************************/

/* ASCII Dataset File Name */
els_02_12_byf1sch

/* Total Record Length */
3561

/* Variable Names, Locations, and Descriptions */
SCH_ID         73-76         School ID
   -9 = "Missing"
BYL11OA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11OB
   1 = "1 year or less"
   2 = "2 years"
   3 = "3 years or more"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11OC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11OD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11OE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11PA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11PB
   2 = "2 years"
   3 = "3 years or more"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11PC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11PD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11PE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11QA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11QB
   1 = "1 year or less"
   2 = "2 years"
   3 = "3 years or more"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11QC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11QD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11QE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11RA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11RB
   1 = "1 year or less"
   2 = "2 years"
   3 = "3 years or more"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11RC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11RD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11RE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11SA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11SB
   1 = "1 year or less"
   2 = "2 years"
   3 = "3 years or more"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11SC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11SD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11SE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11TA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11TB
   1 = "1 year or less"
   2 = "2 years"
   3 = "3 years or more"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11TC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11TD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11TE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL12A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL12B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL12C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL12D
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL12E
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL12F
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL12G
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL12H
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL12I
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL12J
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL13
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL14A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL14B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL14C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL14D
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL14E
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL14F
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL15
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL16A
   1 = "Fewer than 8,000"
   2 = "8,000-15,999"
   3 = "16,000-23,999"
   4 = "24,000 or more"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL16B
   1 = "Fewer than 250"
   2 = "250-999"
   3 = "1,000-1749"
   4 = "1750 or more"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL16C
   1 = "Fewer than 25"
   2 = "25-49"
   3 = "50-74"
   4 = "75 or more"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL16D
   1 = "None"
   2 = "1-3"
   3 = "4-6"
   4 = "7 or more"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL17
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL18
   1 = "0-9"
   2 = "10-19"
   3 = "20-29"
   4 = "30 or more"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL19
   1 = "None"
   2 = "$1-$2,499"
   3 = "$2,500-$4,999"
   4 = "$5,000-$9,999"
   5 = "$10,000 or more"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL20
   1 = "During scheduled periods/set times"
   2 = "Anytime"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL21A
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL21B
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL21C
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL21D
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL21E
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL22A
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL22B
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL22C
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL23
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL24
   1 = "Fewer than 100"
   2 = "100-249"
   3 = "250-499"
   4 = "500-999"
   5 = "1000 or more"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL25
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL26
   1 = "0 books"
   2 = "1-2 books"
   3 = "3-5 books"
   4 = "6 or more books"
   5 = "Varies by grade level"
   6 = "No maximum"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL27A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL27B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL27C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL27D
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL27E
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL27F
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL27G
   0 = "May take out some/all of these"
   1 = "May take out none of these"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL28
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL29
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL30A
   1 = "Never"
   2 = "Once during the year"
   3 = "Once or twice a semester/term"
   4 = "Monthly"
   5 = "Weekly"
   6 = "More than once a week"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL30B
   1 = "Never"
   2 = "Once during the year"
   3 = "Once or twice a semester/term"
   4 = "Monthly"
   5 = "Weekly"
   6 = "More than once a week"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL31A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL31B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL31C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL31D
   0 = "Has some/all of these policies"
   1 = "Has none of these policies"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL32
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL34
   1 = "Certified librarian/media specialist"
   2 = "Principal or other school administrator"
   3 = "Other"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL35
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
BYREGION
   1 = "Northeast"
   2 = "Midwest"
   3 = "South"
   4 = "West"
   -9 = "Missing"
BYSCENP
   1 = "1-399 students"
   2 = "400-599 students"
   3 = "600-799 students"
   4 = "800-999 students"
   5 = "1,000-1,199 students"
   6 = "1,200-1,599 students"
   7 = "1,600-1,999 students"
   8 = "2,000-2,499 students"
   9 = "2,500 or more students"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYSCHWT
   0 = "Zero"
BYSCMDFG
   0 = "Not completed"
   1 = "Completed"
   -8 = "Survey component legitimate skip/NA"
BYSCTRL
   1 = "Public"
   2 = "Catholic"
   3 = "Other private"
   -9 = "Missing"
BYSPANP
   1 = "PK,K,1,2,3,4, or 5 through 12 or higher"
   2 = "6, 7, or 8 through 12 or higher"
   3 = "9 through 10, 11, 12 or higher"
   4 = "10 through 11, 12 or higher"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYURBAN
   1 = "Urban"
   2 = "Suburban"
   3 = "Rural"
   -9 = "Missing"
F1A02
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A03
   1 = "Semester system"
   2 = "Trimester system"
   3 = "Quarter system"
   4 = "Block schedule"
   5 = "Other"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A04AA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A04AB
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A04BA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A04BB
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A04CA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A04CB
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A05A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A05B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A05C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A05D
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A05E
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A05F
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A06A
   1 = "None"
   2 = "A little"
   3 = "Moderate"
   4 = "A lot"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A06B
   1 = "None"
   2 = "A little"
   3 = "Moderate"
   4 = "A lot"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A06C
   1 = "None"
   2 = "A little"
   3 = "Moderate"
   4 = "A lot"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A06D
   1 = "None"
   2 = "A little"
   3 = "Moderate"
   4 = "A lot"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A06E
   1 = "None"
   2 = "A little"
   3 = "Moderate"
   4 = "A lot"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A06F
   1 = "None"
   2 = "A little"
   3 = "Moderate"
   4 = "A lot"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A06G
   1 = "None"
   2 = "A little"
   3 = "Moderate"
   4 = "A lot"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A06H
   1 = "None"
   2 = "A little"
   3 = "Moderate"
   4 = "A lot"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A06I
   1 = "None"
   2 = "A little"
   3 = "Moderate"
   4 = "A lot"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A06J
   1 = "None"
   2 = "A little"
   3 = "Moderate"
   4 = "A lot"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A06K
   1 = "None"
   2 = "A little"
   3 = "Moderate"
   4 = "A lot"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A07A
   6 = "At least 3 years but less than 4"
   7 = "4 years"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A07B
   4 = "At least 1 year but less than 2"
   5 = "At least 2 years but less than 3"
   6 = "At least 3 years but less than 4"
   7 = "4 years"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A07C
   4 = "At least 1 year but less than 2"
   5 = "At least 2 years but less than 3"
   6 = "At least 3 years but less than 4"
   7 = "4 years"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A07D
   4 = "Less than 2 years"
   5 = "At least 2 years but less than 3"
   6 = "At least 3 years but less than 4"
   7 = "4 years"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A07E
   1 = "Course not offered"
   2 = "None"
   3 = "Less than 1 year"
   4 = "At least 1 year but less than 2"
   5 = "At least 2 years but less than 3"
   6 = "At least 3 years"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A07F
   1 = "Course not offered"
   2 = "None"
   3 = "Less than 1 year"
   4 = "At least 1 year but less than 2"
   5 = "At least 2 years but less than 3"
   6 = "At least 3 years but less than 4"
   7 = "4 years"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A07G
   1 = "Course not offered"
   2 = "None"
   3 = "Less than 1 year"
   4 = "At least 1 year but less than 2"
   5 = "At least 2 years but less than 3"
   6 = "At least 3 years but less than 4"
   7 = "4 years"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A07H
   1 = "Course not offered"
   2 = "None"
   3 = "Less than 1 year"
   4 = "At least 1 year but less than 2"
   5 = "At least 2 years but less than 3"
   6 = "At least 3 years but less than 4"
   7 = "4 years"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A08A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A08B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A08C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A08D
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A08E
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A08F
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A09
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A10
   1 = "At this school only"
   2 = "At an area/regional voc/tech school only"
   3 = "At this school and area/regional school"
   4 = "Not available"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A11A
   1 = "Never used"
   2 = "Sometimes used"
   3 = "Often used"
   4 = "Always used"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A11B
   1 = "Never used"
   2 = "Sometimes used"
   3 = "Often used"
   4 = "Always used"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A11C
   1 = "Never used"
   2 = "Sometimes used"
   3 = "Often used"
   4 = "Always used"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A11D
   1 = "Never used"
   2 = "Sometimes used"
   3 = "Often used"
   4 = "Always used"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A11E
   1 = "Never used"
   2 = "Sometimes used"
   3 = "Often used"
   4 = "Always used"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A11F
   1 = "Never used"
   2 = "Sometimes used"
   3 = "Often used"
   4 = "Always used"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A11G
   1 = "Never used"
   2 = "Sometimes used"
   3 = "Often used"
   4 = "Always used"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A11H
   1 = "Never used"
   2 = "Sometimes used"
   3 = "Often used"
   4 = "Always used"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A11I
   1 = "Never used"
   2 = "Sometimes used"
   3 = "Often used"
   4 = "Always used"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A12A
   1 = "Yes"
   2 = "No"
   3 = "No voc/tech completer definition used"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A12B
   1 = "Yes"
   2 = "No"
   3 = "No voc/tech completer definition used"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A12C
   1 = "Yes"
   2 = "No"
   3 = "No voc/tech completer definition used"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A12D
   1 = "Yes"
   2 = "No"
   3 = "No voc/tech completer definition used"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A13A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A13B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A13C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A13D
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A13E
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A13F
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
F1A14
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
